,train,val,test
0,normal_003,normal_140,normal_136
1,test_003,normal_072,normal_158
2,normal_005,test_072,normal_070
3,test_005,normal_092,test_070
4,normal_006,test_091,normal_078
5,test_006,normal_132,test_078
6,normal_007,normal_115,normal_067
7,test_007,test_115,test_067
8,normal_012,normal_152,normal_124
9,test_012,normal_148,test_125
10,normal_014,normal_096,normal_159
11,test_014,test_095,normal_032
12,normal_015,normal_056,test_032
13,test_015,test_056,normal_144
14,normal_017,normal_059,normal_113
15,test_017,test_059,test_112
16,normal_018,normal_108,normal_009
17,test_018,test_107,test_009
18,normal_019,normal_106,tumor_105
19,test_019,test_105,tumor_072
20,normal_020,tumor_075,tumor_109
21,test_020,tumor_014,tumor_098
22,normal_022,tumor_056,normal_068
23,test_022,tumor_055,test_068
24,normal_023,tumor_101,tumor_043
25,test_023,tumor_050,tumor_040
26,normal_024,tumor_031,tumor_007
27,test_024,tumor_057,tumor_107
28,normal_025,normal_011,tumor_011
29,test_025,test_011,tumor_027
30,normal_028,tumor_084,tumor_041
31,test_028,normal_016,tumor_005
32,normal_031,test_016,tumor_077
33,test_031,tumor_008,tumor_063
34,normal_034,tumor_015,normal_001
35,test_034,tumor_013,test_001
36,normal_035,tumor_085,
37,test_035,,
38,normal_036,,
39,test_036,,
40,normal_037,,
41,test_037,,
42,normal_039,,
43,test_039,,
44,normal_041,,
45,test_041,,
46,normal_042,,
47,test_042,,
48,normal_043,,
49,test_043,,
50,normal_044,,
51,test_044,,
52,normal_045,,
53,test_045,,
54,normal_047,,
55,test_047,,
56,normal_049,,
57,normal_050,,
58,test_050,,
59,normal_053,,
60,test_053,,
61,normal_054,,
62,test_054,,
63,normal_055,,
64,test_055,,
65,normal_057,,
66,test_057,,
67,normal_058,,
68,test_058,,
69,normal_060,,
70,test_060,,
71,normal_062,,
72,test_062,,
73,normal_063,,
74,test_063,,
75,normal_076,,
76,test_076,,
77,normal_077,,
78,test_077,,
79,normal_080,,
80,test_080,,
81,normal_081,,
82,test_081,,
83,normal_083,,
84,test_083,,
85,normal_085,,
86,test_085,,
87,normal_087,,
88,test_086,,
89,normal_088,,
90,test_087,,
91,normal_089,,
92,test_088,,
93,normal_090,,
94,test_089,,
95,normal_094,,
96,test_093,,
97,normal_097,,
98,test_096,,
99,normal_099,,
100,test_098,,
101,normal_101,,
102,test_100,,
103,normal_102,,
104,test_101,,
105,normal_104,,
106,test_103,,
107,normal_107,,
108,test_106,,
109,normal_110,,
110,test_109,,
111,normal_112,,
112,test_111,,
113,normal_118,,
114,test_118,,
115,normal_119,,
116,test_119,,
117,normal_120,,
118,test_120,,
119,normal_123,,
120,test_123,,
121,normal_125,,
122,test_126,,
123,normal_126,,
124,test_127,,
125,normal_127,,
126,test_128,,
127,normal_128,,
128,test_129,,
129,normal_129,,
130,test_130,,
131,normal_130,,
132,normal_131,,
133,normal_133,,
134,normal_134,,
135,normal_135,,
136,normal_137,,
137,normal_138,,
138,normal_139,,
139,normal_141,,
140,normal_142,,
141,normal_143,,
142,normal_145,,
143,normal_146,,
144,normal_147,,
145,normal_149,,
146,normal_150,,
147,normal_151,,
148,normal_153,,
149,normal_154,,
150,normal_155,,
151,normal_156,,
152,normal_157,,
153,normal_160,,
154,normal_002,,
155,test_002,,
156,normal_004,,
157,test_004,,
158,normal_008,,
159,test_008,,
160,normal_010,,
161,test_010,,
162,normal_013,,
163,test_013,,
164,normal_021,,
165,test_021,,
166,normal_026,,
167,test_026,,
168,normal_027,,
169,test_027,,
170,normal_029,,
171,test_029,,
172,normal_030,,
173,test_030,,
174,normal_033,,
175,test_033,,
176,normal_038,,
177,test_038,,
178,normal_040,,
179,test_040,,
180,normal_046,,
181,test_046,,
182,normal_048,,
183,test_048,,
184,normal_051,,
185,test_051,,
186,normal_052,,
187,test_052,,
188,normal_061,,
189,test_061,,
190,normal_064,,
191,test_064,,
192,normal_065,,
193,test_065,,
194,normal_066,,
195,test_066,,
196,normal_069,,
197,test_069,,
198,normal_071,,
199,test_071,,
200,normal_073,,
201,test_073,,
202,normal_074,,
203,test_074,,
204,normal_075,,
205,test_075,,
206,normal_079,,
207,test_079,,
208,normal_082,,
209,test_082,,
210,normal_084,,
211,test_084,,
212,normal_091,,
213,test_090,,
214,normal_093,,
215,test_092,,
216,normal_095,,
217,test_094,,
218,normal_098,,
219,test_097,,
220,normal_100,,
221,test_099,,
222,normal_103,,
223,test_102,,
224,normal_105,,
225,test_104,,
226,normal_109,,
227,test_108,,
228,normal_111,,
229,test_110,,
230,normal_114,,
231,test_113,,
232,normal_116,,
233,test_116,,
234,normal_117,,
235,test_117,,
236,normal_121,,
237,test_121,,
238,normal_122,,
239,test_122,,
240,tumor_001,,
241,tumor_002,,
242,tumor_003,,
243,tumor_004,,
244,tumor_006,,
245,tumor_009,,
246,tumor_010,,
247,tumor_012,,
248,tumor_016,,
249,tumor_017,,
250,tumor_018,,
251,tumor_019,,
252,tumor_020,,
253,tumor_021,,
254,tumor_022,,
255,tumor_023,,
256,tumor_024,,
257,tumor_025,,
258,tumor_026,,
259,tumor_028,,
260,tumor_029,,
261,tumor_030,,
262,tumor_032,,
263,tumor_033,,
264,tumor_034,,
265,tumor_035,,
266,tumor_036,,
267,tumor_037,,
268,tumor_038,,
269,tumor_039,,
270,tumor_042,,
271,tumor_044,,
272,tumor_045,,
273,tumor_046,,
274,tumor_047,,
275,tumor_048,,
276,tumor_049,,
277,tumor_051,,
278,tumor_052,,
279,tumor_053,,
280,tumor_054,,
281,tumor_058,,
282,tumor_059,,
283,tumor_060,,
284,tumor_061,,
285,tumor_062,,
286,tumor_064,,
287,tumor_065,,
288,tumor_066,,
289,tumor_067,,
290,tumor_068,,
291,tumor_069,,
292,tumor_070,,
293,tumor_071,,
294,tumor_073,,
295,tumor_074,,
296,tumor_076,,
297,tumor_078,,
298,tumor_079,,
299,tumor_080,,
300,tumor_081,,
301,tumor_082,,
302,tumor_083,,
303,tumor_086,,
304,tumor_087,,
305,tumor_088,,
306,tumor_089,,
307,tumor_090,,
308,tumor_091,,
309,tumor_092,,
310,tumor_093,,
311,tumor_094,,
312,tumor_095,,
313,tumor_096,,
314,tumor_097,,
315,tumor_099,,
316,tumor_100,,
317,tumor_102,,
318,tumor_103,,
319,tumor_104,,
320,tumor_106,,
321,tumor_108,,
322,tumor_110,,
323,tumor_111,,
