,train,val,test
0,normal_003,normal_151,normal_140
1,test_003,normal_156,normal_112
2,normal_009,normal_135,test_111
3,test_009,normal_007,normal_081
4,normal_012,test_007,test_081
5,test_012,normal_005,normal_101
6,normal_014,test_005,test_100
7,test_014,normal_113,normal_146
8,normal_015,test_112,normal_017
9,test_015,normal_139,test_017
10,normal_018,normal_043,normal_130
11,test_018,test_043,normal_055
12,normal_019,normal_155,test_055
13,test_019,normal_054,normal_006
14,normal_020,test_054,test_006
15,test_020,normal_024,normal_053
16,normal_022,test_024,test_053
17,test_022,tumor_074,normal_132
18,normal_023,normal_051,normal_091
19,test_023,test_051,test_090
20,normal_025,tumor_039,normal_111
21,test_025,normal_046,test_110
22,normal_028,test_046,normal_052
23,test_028,tumor_011,test_052
24,normal_031,normal_026,tumor_097
25,test_031,test_026,tumor_015
26,normal_032,tumor_063,tumor_091
27,test_032,normal_075,normal_011
28,normal_034,test_075,test_011
29,test_034,normal_098,tumor_009
30,normal_035,test_097,tumor_065
31,test_035,tumor_072,tumor_062
32,normal_036,tumor_095,tumor_107
33,test_036,tumor_059,tumor_106
34,normal_037,tumor_013,normal_106
35,test_037,tumor_087,test_105
36,normal_039,normal_082,tumor_034
37,test_039,test_082,normal_048
38,normal_041,tumor_024,test_048
39,test_041,,normal_122
40,normal_042,,test_122
41,test_042,,
42,normal_044,,
43,test_044,,
44,normal_045,,
45,test_045,,
46,normal_047,,
47,test_047,,
48,normal_049,,
49,normal_050,,
50,test_050,,
51,normal_056,,
52,test_056,,
53,normal_057,,
54,test_057,,
55,normal_058,,
56,test_058,,
57,normal_059,,
58,test_059,,
59,normal_060,,
60,test_060,,
61,normal_062,,
62,test_062,,
63,normal_063,,
64,test_063,,
65,normal_067,,
66,test_067,,
67,normal_070,,
68,test_070,,
69,normal_072,,
70,test_072,,
71,normal_076,,
72,test_076,,
73,normal_077,,
74,test_077,,
75,normal_078,,
76,test_078,,
77,normal_080,,
78,test_080,,
79,normal_083,,
80,test_083,,
81,normal_085,,
82,test_085,,
83,normal_087,,
84,test_086,,
85,normal_088,,
86,test_087,,
87,normal_089,,
88,test_088,,
89,normal_090,,
90,test_089,,
91,normal_092,,
92,test_091,,
93,normal_094,,
94,test_093,,
95,normal_096,,
96,test_095,,
97,normal_097,,
98,test_096,,
99,normal_099,,
100,test_098,,
101,normal_102,,
102,test_101,,
103,normal_104,,
104,test_103,,
105,normal_107,,
106,test_106,,
107,normal_108,,
108,test_107,,
109,normal_110,,
110,test_109,,
111,normal_115,,
112,test_115,,
113,normal_118,,
114,test_118,,
115,normal_119,,
116,test_119,,
117,normal_120,,
118,test_120,,
119,normal_123,,
120,test_123,,
121,normal_124,,
122,test_125,,
123,normal_125,,
124,test_126,,
125,normal_126,,
126,test_127,,
127,normal_127,,
128,test_128,,
129,normal_128,,
130,test_129,,
131,normal_129,,
132,test_130,,
133,normal_131,,
134,normal_133,,
135,normal_134,,
136,normal_136,,
137,normal_137,,
138,normal_138,,
139,normal_141,,
140,normal_142,,
141,normal_143,,
142,normal_144,,
143,normal_145,,
144,normal_147,,
145,normal_148,,
146,normal_149,,
147,normal_150,,
148,normal_152,,
149,normal_153,,
150,normal_154,,
151,normal_157,,
152,normal_158,,
153,normal_159,,
154,normal_160,,
155,normal_001,,
156,test_001,,
157,normal_002,,
158,test_002,,
159,normal_004,,
160,test_004,,
161,normal_008,,
162,test_008,,
163,normal_010,,
164,test_010,,
165,normal_013,,
166,test_013,,
167,normal_016,,
168,test_016,,
169,normal_021,,
170,test_021,,
171,normal_027,,
172,test_027,,
173,normal_029,,
174,test_029,,
175,normal_030,,
176,test_030,,
177,normal_033,,
178,test_033,,
179,normal_038,,
180,test_038,,
181,normal_040,,
182,test_040,,
183,normal_061,,
184,test_061,,
185,normal_064,,
186,test_064,,
187,normal_065,,
188,test_065,,
189,normal_066,,
190,test_066,,
191,normal_068,,
192,test_068,,
193,normal_069,,
194,test_069,,
195,normal_071,,
196,test_071,,
197,normal_073,,
198,test_073,,
199,normal_074,,
200,test_074,,
201,normal_079,,
202,test_079,,
203,normal_084,,
204,test_084,,
205,normal_093,,
206,test_092,,
207,normal_095,,
208,test_094,,
209,normal_100,,
210,test_099,,
211,normal_103,,
212,test_102,,
213,normal_105,,
214,test_104,,
215,normal_109,,
216,test_108,,
217,normal_114,,
218,test_113,,
219,normal_116,,
220,test_116,,
221,normal_117,,
222,test_117,,
223,normal_121,,
224,test_121,,
225,tumor_001,,
226,tumor_002,,
227,tumor_003,,
228,tumor_004,,
229,tumor_005,,
230,tumor_006,,
231,tumor_007,,
232,tumor_008,,
233,tumor_010,,
234,tumor_012,,
235,tumor_014,,
236,tumor_016,,
237,tumor_017,,
238,tumor_018,,
239,tumor_019,,
240,tumor_020,,
241,tumor_021,,
242,tumor_022,,
243,tumor_023,,
244,tumor_025,,
245,tumor_026,,
246,tumor_027,,
247,tumor_028,,
248,tumor_029,,
249,tumor_030,,
250,tumor_031,,
251,tumor_032,,
252,tumor_033,,
253,tumor_035,,
254,tumor_036,,
255,tumor_037,,
256,tumor_038,,
257,tumor_040,,
258,tumor_041,,
259,tumor_042,,
260,tumor_043,,
261,tumor_044,,
262,tumor_045,,
263,tumor_046,,
264,tumor_047,,
265,tumor_048,,
266,tumor_049,,
267,tumor_050,,
268,tumor_051,,
269,tumor_052,,
270,tumor_053,,
271,tumor_054,,
272,tumor_055,,
273,tumor_056,,
274,tumor_057,,
275,tumor_058,,
276,tumor_060,,
277,tumor_061,,
278,tumor_064,,
279,tumor_066,,
280,tumor_067,,
281,tumor_068,,
282,tumor_069,,
283,tumor_070,,
284,tumor_071,,
285,tumor_073,,
286,tumor_075,,
287,tumor_076,,
288,tumor_077,,
289,tumor_078,,
290,tumor_079,,
291,tumor_080,,
292,tumor_081,,
293,tumor_082,,
294,tumor_083,,
295,tumor_084,,
296,tumor_085,,
297,tumor_086,,
298,tumor_088,,
299,tumor_089,,
300,tumor_090,,
301,tumor_092,,
302,tumor_093,,
303,tumor_094,,
304,tumor_096,,
305,tumor_098,,
306,tumor_099,,
307,tumor_100,,
308,tumor_101,,
309,tumor_102,,
310,tumor_103,,
311,tumor_104,,
312,tumor_105,,
313,tumor_108,,
314,tumor_109,,
315,tumor_110,,
316,tumor_111,,
