,train,val,test
0,normal_003,normal_088,normal_035
1,test_003,test_087,test_035
2,normal_006,normal_054,normal_059
3,test_006,test_054,test_059
4,normal_009,normal_124,normal_014
5,test_009,test_125,test_014
6,normal_012,normal_129,normal_153
7,test_012,test_130,normal_023
8,normal_015,normal_007,test_023
9,test_015,test_007,normal_146
10,normal_017,normal_108,normal_139
11,test_017,test_107,normal_005
12,normal_018,normal_070,test_005
13,test_018,test_070,normal_115
14,normal_019,normal_150,test_115
15,test_019,normal_025,normal_123
16,normal_020,test_025,test_123
17,test_020,normal_132,normal_101
18,normal_024,normal_022,test_100
19,test_024,test_022,tumor_057
20,normal_028,tumor_014,tumor_110
21,test_028,tumor_033,tumor_058
22,normal_031,normal_065,normal_046
23,test_031,test_065,test_046
24,normal_032,normal_029,tumor_028
25,test_032,test_029,normal_040
26,normal_034,normal_013,test_040
27,test_034,test_013,tumor_038
28,normal_036,normal_021,tumor_036
29,test_036,test_021,tumor_050
30,normal_037,tumor_046,tumor_012
31,test_037,tumor_105,normal_095
32,normal_039,tumor_039,test_094
33,test_039,tumor_002,tumor_093
34,normal_041,tumor_049,tumor_099
35,test_041,tumor_108,tumor_066
36,normal_042,normal_093,tumor_098
37,test_042,test_092,normal_117
38,normal_043,normal_100,test_117
39,test_043,test_099,
40,normal_044,normal_075,
41,test_044,test_075,
42,normal_045,normal_008,
43,test_045,test_008,
44,normal_047,,
45,test_047,,
46,normal_049,,
47,normal_050,,
48,test_050,,
49,normal_053,,
50,test_053,,
51,normal_055,,
52,test_055,,
53,normal_056,,
54,test_056,,
55,normal_057,,
56,test_057,,
57,normal_058,,
58,test_058,,
59,normal_060,,
60,test_060,,
61,normal_062,,
62,test_062,,
63,normal_063,,
64,test_063,,
65,normal_067,,
66,test_067,,
67,normal_072,,
68,test_072,,
69,normal_076,,
70,test_076,,
71,normal_077,,
72,test_077,,
73,normal_078,,
74,test_078,,
75,normal_080,,
76,test_080,,
77,normal_081,,
78,test_081,,
79,normal_083,,
80,test_083,,
81,normal_085,,
82,test_085,,
83,normal_087,,
84,test_086,,
85,normal_089,,
86,test_088,,
87,normal_090,,
88,test_089,,
89,normal_092,,
90,test_091,,
91,normal_094,,
92,test_093,,
93,normal_096,,
94,test_095,,
95,normal_097,,
96,test_096,,
97,normal_099,,
98,test_098,,
99,normal_102,,
100,test_101,,
101,normal_104,,
102,test_103,,
103,normal_107,,
104,test_106,,
105,normal_110,,
106,test_109,,
107,normal_112,,
108,test_111,,
109,normal_113,,
110,test_112,,
111,normal_118,,
112,test_118,,
113,normal_119,,
114,test_119,,
115,normal_120,,
116,test_120,,
117,normal_125,,
118,test_126,,
119,normal_126,,
120,test_127,,
121,normal_127,,
122,test_128,,
123,normal_128,,
124,test_129,,
125,normal_130,,
126,normal_131,,
127,normal_133,,
128,normal_134,,
129,normal_135,,
130,normal_136,,
131,normal_137,,
132,normal_138,,
133,normal_140,,
134,normal_141,,
135,normal_142,,
136,normal_143,,
137,normal_144,,
138,normal_145,,
139,normal_147,,
140,normal_148,,
141,normal_149,,
142,normal_151,,
143,normal_152,,
144,normal_154,,
145,normal_155,,
146,normal_156,,
147,normal_157,,
148,normal_158,,
149,normal_159,,
150,normal_160,,
151,normal_001,,
152,test_001,,
153,normal_002,,
154,test_002,,
155,normal_004,,
