,train,val,test
normal_003,True,False,False
test_003,True,False,False
normal_005,True,False,False
test_005,True,False,False
normal_006,True,False,False
test_006,True,False,False
normal_007,True,False,False
test_007,True,False,False
normal_012,True,False,False
test_012,True,False,False
normal_014,True,False,False
test_014,True,False,False
normal_015,True,False,False
test_015,True,False,False
normal_017,True,False,False
test_017,True,False,False
normal_018,True,False,False
test_018,True,False,False
normal_019,True,False,False
test_019,True,False,False
normal_020,True,False,False
test_020,True,False,False
normal_022,True,False,False
test_022,True,False,False
normal_023,True,False,False
test_023,True,False,False
normal_024,True,False,False
test_024,True,False,False
normal_025,True,False,False
test_025,True,False,False
normal_028,True,False,False
test_028,True,False,False
normal_031,True,False,False
test_031,True,False,False
normal_034,True,False,False
test_034,True,False,False
normal_035,True,False,False
test_035,True,False,False
normal_036,True,False,False
test_036,True,False,False
normal_037,True,False,False
test_037,True,False,False
normal_039,True,False,False
test_039,True,False,False
normal_041,True,False,False
test_041,True,False,False
normal_042,True,False,False
test_042,True,False,False
normal_043,True,False,False
test_043,True,False,False
normal_044,True,False,False
test_044,True,False,False
normal_045,True,False,False
test_045,True,False,False
normal_047,True,False,False
test_047,True,False,False
normal_049,True,False,False
normal_050,True,False,False
test_050,True,False,False
normal_053,True,False,False
test_053,True,False,False
normal_054,True,False,False
test_054,True,False,False
normal_055,True,False,False
test_055,True,False,False
normal_057,True,False,False
test_057,True,False,False
normal_058,True,False,False
test_058,True,False,False
normal_060,True,False,False
test_060,True,False,False
normal_062,True,False,False
test_062,True,False,False
normal_063,True,False,False
test_063,True,False,False
normal_076,True,False,False
test_076,True,False,False
normal_077,True,False,False
test_077,True,False,False
normal_080,True,False,False
test_080,True,False,False
normal_081,True,False,False
test_081,True,False,False
normal_083,True,False,False
test_083,True,False,False
normal_085,True,False,False
test_085,True,False,False
normal_087,True,False,False
test_086,True,False,False
normal_088,True,False,False
test_087,True,False,False
normal_089,True,False,False
test_088,True,False,False
normal_090,True,False,False
test_089,True,False,False
normal_094,True,False,False
test_093,True,False,False
normal_097,True,False,False
test_096,True,False,False
normal_099,True,False,False
test_098,True,False,False
normal_101,True,False,False
test_100,True,False,False
normal_102,True,False,False
test_101,True,False,False
normal_104,True,False,False
test_103,True,False,False
normal_107,True,False,False
test_106,True,False,False
normal_110,True,False,False
test_109,True,False,False
normal_112,True,False,False
test_111,True,False,False
normal_118,True,False,False
test_118,True,False,False
normal_119,True,False,False
test_119,True,False,False
normal_120,True,False,False
test_120,True,False,False
normal_123,True,False,False
test_123,True,False,False
normal_125,True,False,False
test_126,True,False,False
normal_126,True,False,False
test_127,True,False,False
normal_127,True,False,False
test_128,True,False,False
normal_128,True,False,False
test_129,True,False,False
normal_129,True,False,False
test_130,True,False,False
normal_130,True,False,False
normal_131,True,False,False
normal_133,True,False,False
normal_134,True,False,False
normal_135,True,False,False
normal_137,True,False,False
normal_138,True,False,False
normal_139,True,False,False
normal_141,True,False,False
normal_142,True,False,False
normal_143,True,False,False
normal_145,True,False,False
normal_146,True,False,False
normal_147,True,False,False
normal_149,True,False,False
normal_150,True,False,False
normal_151,True,False,False
normal_153,True,False,False
normal_154,True,False,False
normal_155,True,False,False
normal_156,True,False,False
normal_157,True,False,False
normal_160,True,False,False
normal_002,True,False,False
test_002,True,False,False
normal_004,True,False,False
test_004,True,False,False
normal_008,True,False,False
test_008,True,False,False
normal_010,True,False,False
test_010,True,False,False
normal_013,True,False,False
test_013,True,False,False
normal_021,True,False,False
test_021,True,False,False
normal_026,True,False,False
test_026,True,False,False
normal_027,True,False,False
test_027,True,False,False
normal_029,True,False,False
test_029,True,False,False
normal_030,True,False,False
test_030,True,False,False
