,train,val,test
0,BRACS_745,BRACS_1966,BRACS_1988
1,BRACS_758,BRACS_3337,BRACS_1664
2,BRACS_760,BRACS_1324,BRACS_1620
3,BRACS_761,BRACS_1412,BRACS_1408
4,BRACS_1241,BRACS_1842,BRACS_1784
5,BRACS_1248,BRACS_2000,BRACS_3311
6,BRACS_1251,BRACS_1249,BRACS_1259
7,BRACS_1255,BRACS_1631,BRACS_1003671
8,BRACS_1273,BRACS_1960,BRACS_1603
9,BRACS_1274,BRACS_1253,BRACS_1924
10,BRACS_1320,BRACS_1318,BRACS_1329
11,BRACS_1321,BRACS_1003710,BRACS_1240
12,BRACS_1322,BRACS_3296,BRACS_1612
13,BRACS_1325,BRACS_1668,BRACS_1242
14,BRACS_1327,BRACS_757,BRACS_1638
15,BRACS_1336,BRACS_3315,BRACS_1580
16,BRACS_1338,BRACS_1413,BRACS_1003692
17,BRACS_1370,BRACS_750,BRACS_756
18,BRACS_1480,BRACS_1810,BRACS_1003727
19,BRACS_1483,BRACS_1284,BRACS_280
20,BRACS_1485,BRACS_1411,BRACS_1356
21,BRACS_1493,BRACS_286,BRACS_295
22,BRACS_1508,BRACS_1908,BRACS_759
23,BRACS_1511,BRACS_1516,BRACS_1263
24,BRACS_1582,BRACS_1649,BRACS_1407
25,BRACS_1583,BRACS_3308,BRACS_1830
26,BRACS_1605,BRACS_1362,BRACS_297
27,BRACS_1633,BRACS_1920,BRACS_1929
28,BRACS_1634,BRACS_1930,BRACS_1473
29,BRACS_1640,BRACS_1921,BRACS_1816
30,BRACS_1655,BRACS_1497,BRACS_1945
31,BRACS_1656,BRACS_1878,BRACS_1835
32,BRACS_1659,BRACS_1514,BRACS_1867
33,BRACS_1660,BRACS_3282,BRACS_1003716
34,BRACS_1661,BRACS_1513,BRACS_1614
35,BRACS_1665,BRACS_1632,BRACS_1269
36,BRACS_1666,BRACS_1645,BRACS_1598
37,BRACS_1669,BRACS_1849,BRACS_1953
38,BRACS_1772,BRACS_1379,BRACS_1925
39,BRACS_1779,BRACS_1808,BRACS_1933
40,BRACS_1796,BRACS_3318,BRACS_1899
41,BRACS_1832,BRACS_1861,BRACS_1499
42,BRACS_1833,BRACS_1886,BRACS_1510
43,BRACS_1839,BRACS_1506,BRACS_1239
44,BRACS_1841,BRACS_1813,BRACS_1319
45,BRACS_1866,BRACS_1777,BRACS_1774
46,BRACS_1869,BRACS_1993,BRACS_3284
47,BRACS_1879,BRACS_1581,BRACS_1595
48,BRACS_1880,BRACS_3273,BRACS_1606
49,BRACS_1890,BRACS_1792,BRACS_1957
50,BRACS_1893,BRACS_1619,BRACS_1946
51,BRACS_1900,BRACS_1834,BRACS_1326
52,BRACS_1901,BRACS_265,BRACS_1621
53,BRACS_1902,,
54,BRACS_1904,,
55,BRACS_1905,,
56,BRACS_1948,,
57,BRACS_1961,,
58,BRACS_1962,,
59,BRACS_1964,,
60,BRACS_1965,,
61,BRACS_1967,,
62,BRACS_1972,,
63,BRACS_1986,,
64,BRACS_1989,,
65,BRACS_1994,,
66,BRACS_2002,,
67,BRACS_2004,,
68,BRACS_3268,,
69,BRACS_3269,,
70,BRACS_3270,,
71,BRACS_3271,,
72,BRACS_3272,,
73,BRACS_3274,,
74,BRACS_3276,,
75,BRACS_3279,,
76,BRACS_3281,,
77,BRACS_3283,,
78,BRACS_3309,,
79,BRACS_3312,,
80,BRACS_3334,,
81,BRACS_3335,,
82,BRACS_3336,,
83,BRACS_1003658,,
84,BRACS_1003659,,
85,BRACS_1003668,,
86,BRACS_1003669,,
87,BRACS_1003672,,
88,BRACS_1003686,,
89,BRACS_1003700,,
90,BRACS_1003706,,
91,BRACS_1003724,,
92,BRACS_1003725,,
93,BRACS_1003730,,
94,BRACS_1003734,,
95,BRACS_264,,
96,BRACS_1330,,
97,BRACS_1843,,
98,BRACS_1845,,
99,BRACS_1846,,
100,BRACS_1847,,
101,BRACS_1850,,
102,BRACS_1851,,
103,BRACS_1852,,
104,BRACS_1870,,
105,BRACS_1906,,
106,BRACS_1940,,
107,BRACS_1942,,
108,BRACS_3324,,
109,BRACS_1275,,
110,BRACS_1276,,
111,BRACS_1423,,
112,BRACS_1424,,
113,BRACS_1608,,
114,BRACS_1980,,
115,BRACS_3295,,
116,BRACS_3298,,
117,BRACS_281,,
118,BRACS_283,,
119,BRACS_288,,
120,BRACS_291,,
121,BRACS_298,,
122,BRACS_311,,
123,BRACS_734,,
124,BRACS_747,,
125,BRACS_748,,
126,BRACS_749,,
127,BRACS_752,,
128,BRACS_753,,
129,BRACS_754,,
130,BRACS_773,,
131,BRACS_1231,,
132,BRACS_1232,,
133,BRACS_1233,,
134,BRACS_1235,,
135,BRACS_1265,,
136,BRACS_1272,,
137,BRACS_1277,,
138,BRACS_1279,,
139,BRACS_1287,,
140,BRACS_1288,,
141,BRACS_1289,,
142,BRACS_1292,,
143,BRACS_1293,,
144,BRACS_1357,,
145,BRACS_1358,,
146,BRACS_1360,,
147,BRACS_1374,,
148,BRACS_1406,,
149,BRACS_1477,,
150,BRACS_1478,,
151,BRACS_1484,,
152,BRACS_1487,,
153,BRACS_1635,,
154,BRACS_1636,,
155,BRACS_1637,,
156,BRACS_1639,,
157,BRACS_1643,,
158,BRACS_1646,,
159,BRACS_1647,,
160,BRACS_1648,,
161,BRACS_1650,,
162,BRACS_1652,,
163,BRACS_1654,,
164,BRACS_1812,,
165,BRACS_1827,,
166,BRACS_1828,,
167,BRACS_1829,,
168,BRACS_1831,,
169,BRACS_1875,,
170,BRACS_1984,,
171,BRACS_3289,,
172,BRACS_3290,,
173,BRACS_3291,,
174,BRACS_3293,,
175,BRACS_3294,,
176,BRACS_3305,,
177,BRACS_3314,,
178,BRACS_3316,,
179,BRACS_3319,,
180,BRACS_3320,,
181,BRACS_3321,,
182,BRACS_1003667,,
183,BRACS_1003670,,
184,BRACS_1003673,,
185,BRACS_1003677,,
186,BRACS_1003678,,
187,BRACS_1003684,,
188,BRACS_1003698,,
189,BRACS_1003699,,
190,BRACS_1003703,,
191,BRACS_1003708,,
192,BRACS_1003709,,
193,BRACS_1003721,,
194,BRACS_1003722,,
195,BRACS_1003723,,
196,BRACS_1003731,,
197,BRACS_1003732,,
198,BRACS_292,,
199,BRACS_301,,
200,BRACS_305,,
201,BRACS_310,,
202,BRACS_1286,,
203,BRACS_1414,,
204,BRACS_1578,,
205,BRACS_1587,,
206,BRACS_1590,,
207,BRACS_1817,,
208,BRACS_1823,,
209,BRACS_1826,,
210,BRACS_1910,,
211,BRACS_3323,,
212,BRACS_738,,
213,BRACS_739,,
214,BRACS_740,,
