,train,val,test
0,normal_003,normal_151,normal_140
1,test_003,normal_156,normal_112
2,normal_009,normal_135,test_111
3,test_009,normal_007,normal_081
4,normal_012,test_007,test_081
5,test_012,normal_005,normal_101
6,normal_014,test_005,test_100
7,test_014,normal_113,normal_146
8,normal_015,test_112,normal_017
9,test_015,normal_139,test_017
10,normal_018,normal_043,normal_130
11,test_018,test_043,normal_055
12,normal_019,normal_155,test_055
13,test_019,normal_054,normal_006
14,normal_020,test_054,test_006
15,test_020,normal_024,normal_053
16,normal_022,test_024,test_053
17,test_022,tumor_074,normal_132
18,normal_023,normal_051,normal_091
19,test_023,test_051,test_090
20,normal_025,tumor_039,normal_111
21,test_025,normal_046,test_110
22,normal_028,test_046,normal_052
23,test_028,tumor_011,test_052
24,normal_031,normal_026,tumor_097
25,test_031,test_026,tumor_015
26,normal_032,tumor_063,tumor_091
27,test_032,normal_075,normal_011
28,normal_034,test_075,test_011
29,test_034,normal_098,tumor_009
30,normal_035,test_097,tumor_065
31,test_035,tumor_072,tumor_062
32,normal_036,tumor_095,tumor_107
33,test_036,tumor_059,tumor_106
34,normal_037,tumor_013,normal_106
35,test_037,tumor_087,test_105
36,normal_039,normal_082,tumor_034
37,test_039,test_082,normal_048
38,normal_041,tumor_024,test_048
39,test_041,,normal_122
40,normal_042,,test_122
41,test_042,,
42,normal_044,,
43,test_044,,
44,normal_045,,
45,test_045,,
46,normal_047,,
47,test_047,,
48,normal_049,,
49,normal_050,,
50,test_050,,
51,normal_056,,
52,test_056,,
53,normal_057,,
54,test_057,,
55,normal_058,,
56,test_058,,
57,normal_059,,
58,test_059,,
59,normal_060,,
60,test_060,,
61,normal_062,,
62,test_062,,
63,normal_063,,
64,test_063,,
65,normal_067,,
66,test_067,,
67,normal_070,,
68,test_070,,
69,normal_072,,
70,test_072,,
71,normal_076,,
72,test_076,,
73,normal_077,,
74,test_077,,
75,normal_078,,
76,test_078,,
77,normal_080,,
78,test_080,,
79,normal_083,,
80,test_083,,
81,normal_085,,
82,test_085,,
83,normal_087,,
84,test_086,,
85,normal_088,,
86,test_087,,
87,normal_089,,
88,test_088,,
89,normal_090,,
90,test_089,,
91,normal_092,,
92,test_091,,
93,normal_094,,
94,test_093,,
95,normal_096,,
96,test_095,,
97,normal_097,,
98,test_096,,
99,normal_099,,
100,test_098,,
101,normal_102,,
102,test_101,,
103,normal_104,,
104,test_103,,
105,normal_107,,
106,test_106,,
107,normal_108,,
108,test_107,,
109,normal_110,,
110,test_109,,
111,normal_115,,
112,test_115,,
113,normal_118,,
114,test_118,,
115,normal_119,,
116,test_119,,
117,normal_120,,
118,test_120,,
119,normal_123,,
120,test_123,,
121,normal_124,,
122,test_125,,
123,normal_125,,
124,test_126,,
125,normal_126,,
126,test_127,,
127,normal_127,,
128,test_128,,
129,normal_128,,
130,test_129,,
131,normal_129,,
132,test_130,,
133,normal_131,,
134,normal_133,,
135,normal_134,,
136,normal_136,,
137,normal_137,,
138,normal_138,,
139,normal_141,,
140,normal_142,,
141,normal_143,,
142,normal_144,,
143,normal_145,,
144,normal_147,,
145,normal_148,,
146,normal_149,,
147,normal_150,,
148,normal_152,,
149,normal_153,,
150,normal_154,,
151,normal_157,,
152,normal_158,,
153,normal_159,,
154,normal_160,,
155,normal_001,,
156,test_001,,
157,normal_002,,
158,test_002,,
159,normal_004,,
160,test_004,,
161,normal_008,,
162,test_008,,
163,normal_010,,
164,test_010,,
165,normal_013,,
166,test_013,,
167,normal_016,,
168,test_016,,
169,normal_021,,
170,test_021,,
171,test_027,,
172,normal_029,,
173,test_029,,
174,normal_030,,
175,test_030,,
176,normal_033,,
177,test_033,,
178,normal_038,,
179,test_038,,
180,normal_040,,
181,test_040,,
182,normal_061,,
183,test_061,,
184,normal_064,,
185,test_064,,
186,normal_065,,
187,test_065,,
188,normal_066,,
189,test_066,,
190,normal_068,,
191,test_068,,
192,normal_069,,
193,test_069,,
194,normal_071,,
195,test_071,,
196,normal_073,,
197,test_073,,
198,normal_074,,
199,test_074,,
200,normal_079,,
201,test_079,,
202,normal_084,,
203,test_084,,
204,normal_093,,
205,test_092,,
206,normal_095,,
207,test_094,,
208,normal_100,,
209,test_099,,
210,normal_103,,
211,test_102,,
212,normal_105,,
213,test_104,,
214,normal_109,,
215,test_108,,
216,normal_114,,
217,test_113,,
218,normal_116,,
219,test_116,,
220,normal_117,,
221,test_117,,
222,normal_121,,
223,test_121,,
224,tumor_001,,
225,tumor_002,,
226,tumor_003,,
227,tumor_004,,
228,tumor_005,,
229,tumor_006,,
230,tumor_007,,
231,tumor_008,,
232,tumor_010,,
233,tumor_012,,
234,tumor_014,,
235,tumor_016,,
236,tumor_017,,
237,tumor_018,,
238,tumor_019,,
239,tumor_020,,
240,tumor_021,,
241,tumor_022,,
242,tumor_023,,
243,tumor_025,,
244,tumor_026,,
245,tumor_027,,
246,tumor_028,,
247,tumor_029,,
248,tumor_030,,
249,tumor_031,,
250,tumor_032,,
251,tumor_033,,
252,tumor_035,,
253,tumor_036,,
254,tumor_037,,
255,tumor_038,,
256,tumor_040,,
257,tumor_041,,
258,tumor_042,,
259,tumor_043,,
260,tumor_044,,
261,tumor_045,,
262,tumor_046,,
263,tumor_047,,
264,tumor_048,,
265,tumor_049,,
266,tumor_050,,
267,tumor_051,,
268,tumor_052,,
269,tumor_053,,
270,tumor_054,,
271,tumor_055,,
272,tumor_056,,
273,tumor_057,,
274,tumor_058,,
275,tumor_060,,
276,tumor_061,,
277,tumor_064,,
278,tumor_066,,
279,tumor_067,,
280,tumor_068,,
281,tumor_069,,
282,tumor_070,,
283,tumor_071,,
284,tumor_073,,
285,tumor_075,,
286,tumor_076,,
287,tumor_077,,
288,tumor_078,,
289,tumor_079,,
290,tumor_080,,
291,tumor_081,,
292,tumor_082,,
293,tumor_083,,
294,tumor_084,,
295,tumor_085,,
296,tumor_086,,
297,tumor_088,,
298,tumor_089,,
299,tumor_090,,
300,tumor_092,,
301,tumor_093,,
302,tumor_094,,
303,tumor_096,,
304,tumor_098,,
305,tumor_099,,
306,tumor_100,,
307,tumor_101,,
308,tumor_102,,
309,tumor_103,,
310,tumor_104,,
311,tumor_105,,
312,tumor_108,,
313,tumor_109,,
314,tumor_110,,
315,tumor_111,,
